Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
FIBROBLAST	64/2316	0.000000000000000000000616524468233024639125449655428578060967811418726016047092675607943501603358527063392102718353271484375	0.000000000000000000006658464256916666666792144673326646883445901188918898661560363816391827640472911298274993896484375	0.000000000000000000000000177497042487254580832420939660592123613993591996676603136188052451077505622389907102842698805034160614013671875	0.0000000000000000000000019169680588623497209459857749106661471864941138815549787455968480838486289741240398143418133258819580078125	-1.4222732893681018	69.46090357331668	NRP1;SRPX;SNED1;APP;PID1;CHPF;ELN;LDB2;PEAR1;CPZ;PTMS;AKAP12;C1QTNF2;TNKS1BP1;SVEP1;HMCN1;SCARF2;TNS2;DLGAP4;DACT1;PDGFRA;CCBE1;SCARA3;ZHX3;IGFBP5;UNC5B;FST;OSR1;EMP1;HIC1;CPED1;B3GNT9;COL4A2;COL4A1;RHOJ;IL6ST;DDR2;PLEC;COLEC12;COL15A1;CFH;LRP1;ASAP3;TWIST2;RRBP1;FBLN5;CYGB;CYTH3;SERTAD4;GPR153;EPB41L2;ABI3BP;SLIT3;GPC6;LAMB2;PRRX2;PODN;BICC1;FOSL2;SKI;EXT1;TBX15;TMEM119;SNTB2
STROMAL CELL	61/2316	0.00000000000000000010588068091076785733757825805787431457833989884587065611297462819351267171441577374935150146484375	0.00000000000000000095292612819691072807526647494109291280492123076863164587990695508779026567935943603515625	0.000000000000000000000050854998828463463544517443826558098764713841816848498546686416742212966113356742425821721553802490234375	0.000000000000000000000457694989456171183655600502661897968569789948574093265106833318400791910107727744616568088531494140625	-1.4521218683901587	63.446071128467366	NRP1;SRPX;SNED1;PID1;CHPF;LDB2;PEAR1;CPZ;MEOX2;PKD1;TNKS1BP1;SVEP1;HMCN1;SCARF2;TNS2;DACT1;PDGFRA;SCARA3;ZHX3;UNC5B;FST;OSR1;EMP1;EBF2;HIC1;CPED1;B3GNT9;COL4A2;COL4A4;DDR2;COL15A1;CFH;LRP1;ASAP3;TWIST2;RRBP1;NTN1;ADAMTS10;FBLN5;CYGB;CYTH3;GPR153;EPB41L2;ABI3BP;SLIT3;GPC6;GADD45B;LAMB2;SUSD2;PRRX2;ABCA9;FMO1;PRG4;FMO2;PODN;BICC1;IGSF10;TBX15;FMNL2;TMEM119;SNTB2
HEART (BULK TISSUE)	58/2316	0.000000000000000014186902410863678054249685964878064707798068660483947756034694975824095308780670166015625	0.0000000000000001094418185980912395084630374992803988589128386262581960064466102267033420503139495849609375	0.00000000000000000001132179110761087186546582773029821320343472876215074672903194985540409334134892560541629791259765625	0.0000000000000000000873395314015695730745781887171164348266097202157592590578139013501868248567916452884674072265625	-1.4200484366511843	55.08966081224791	SRPX;SNED1;CHPF;DOCK9;ELN;NRK;LDB2;PEAR1;MEOX2;TSPAN11;MEOX1;THBD;SVEP1;PTGFRN;HMCN1;CCNL1;TNS2;PDGFRA;SCARA3;ENTPD2;IGFBP5;UNC5B;OSR1;EMP1;EBF2;HIC1;CPED1;B3GNT9;COL4A2;COL4A1;COL4A4;COL4A3;RHOJ;EPHA3;COL15A1;CFH;ASAP3;FAM129A;LTBP4;NTN1;FBLN5;CYGB;CYTH3;SERTAD4;ABI3BP;NTRK2;LAMB2;SUSD2;ABCA9;PLEKHA6;PRG4;FMO2;PODN;BICC1;IGSF10;SMOC2;MGP;RAMP1
BREAST (BULK TISSUE)	59/2316	0.000000000000000002850611992152263407505005013152377800148580064688690061114328955227392725646495819091796875	0.000000000000000023682007319418802033855781867955019091468745387322504536431466704016202129423618316650390625	0.0000000000000000000019214882970073266746688136851061358009871782525093970969871925991157013413612730801105499267578125	0.00000000000000000001596313354436856191833509098707006382356457950635433601545287718437293733586557209491729736328125	-1.2355603312905497	49.91539931385977	SRPX;SNED1;CHPF;ELN;BHLHE41;PEAR1;CPZ;MEOX2;TSPAN11;MEOX1;PKD1;THBD;TNKS1BP1;SVEP1;HMCN1;SCARF2;TNS2;SCARA3;ENTPD2;IGFBP5;UNC5B;OSR1;EMP1;EBF2;HIC1;COL4A2;COL4A1;PLEC;COL15A1;LRP1;ASAP3;TWIST2;LTBP4;NTN1;ADAMTS10;FBLN5;CYGB;CYTH3;SERTAD4;GPR153;SLIT3;GDF10;NTRK2;TCF7L1;LAMB2;SUSD2;PTCH2;PRRX2;PLEKHA6;FMO1;FMO2;PODN;FOSL2;SKI;IGSF10;TBX15;SMOC2;NFIB;MGP
KUPFFER CELL	56/2316	0.00000000000000032301846690312387824083182253365006178483348465123314863234327276586554944515228271484375	0.0000000000000020521173191492572893899517177829660499681460779364261526325208251364529132843017578125	0.000000000000000000360943778716540506551329466927655130755796499032004719283162064158432258409447968006134033203125	0.0000000000000000022930545941991984329054483151248033519083212991769051003476675987258204258978366851806640625	-1.3159395796928535	46.93801486667479	NRP1;SRPX;APP;PID1;CHPF;NRK;BHLHE41;LDB2;PEAR1;CPZ;MEOX2;TNKS1BP1;SIRPA;SVEP1;HMCN1;SCARF2;TNS2;DACT1;PDGFRA;CCBE1;SCARA3;IGFBP5;UNC5B;FST;OSR1;EMP1;HIC1;CPED1;OLFM1;B3GNT9;COL4A2;COL4A1;COL4A4;COL4A3;RHOJ;IL6ST;EPHA3;DDR2;PLEC;CFH;LRP1;FAM129A;TWIST2;ADAMTS10;FBLN5;CYGB;CYTH3;ABI3BP;SLIT3;GPC6;LAMB2;PRRX2;PODN;BICC1;EXT1;MGP
VASCULAR SMOOTH MUSCLE	56/2316	0.00000000000000032301846690312387824083182253365006178483348465123314863234327276586554944515228271484375	0.0000000000000020521173191492572893899517177829660499681460779364261526325208251364529132843017578125	0.000000000000000000360943778716540506551329466927655130755796499032004719283162064158432258409447968006134033203125	0.0000000000000000022930545941991984329054483151248033519083212991769051003476675987258204258978366851806640625	-1.2186366759289622	43.467334894797844	NRP1;SRPX;SNED1;PID1;CHPF;BHLHE41;TNFAIP3;PEAR1;CPZ;PKD1;AKAP12;THBD;TNKS1BP1;SVEP1;PTGFRN;HMCN1;EPHB2;SCARF2;TNS2;DACT1;PDGFRA;SCARA3;IGFBP5;UNC5B;FST;OSR1;EMP1;HIC1;B3GNT9;COL4A2;COL4A1;COL4A4;RHOJ;DDR2;PLEC;CFH;LRP1;TWIST2;ADAMTS10;FBLN5;CYGB;CYTH3;GPR153;ABI3BP;SLIT3;GPC6;GDF10;LAMB2;SUSD2;PRRX2;PODN;BICC1;SKI;EXT1;TBX15;MGP
CHONDROCYTE	53/2316	0.0000000000000283584295170970459872195848721216603004441174362693089960885117761790752410888671875	0.0000000000001392141085384764156056617243498083511215983321118727644716273061931133270263671875	0.00000000000000005237727481479862381202688174674208727204157632815172129792102850842638872563838958740234375	0.000000000000000257124803636284170067156934136246782369466146352110502704135797102935612201690673828125	-1.3750635920817378	42.893530280260805	SRPX;SNED1;PID1;CHPF;ELN;NRK;BHLHE41;CPZ;MEOX2;TSPAN11;AKAP12;THBD;TNKS1BP1;SIRPA;SVEP1;HMCN1;SCARF2;PDGFRA;SCARA3;IGFBP5;FST;OSR1;EMP1;CPED1;OLFM1;B3GNT9;COL4A2;IL6ST;DDR2;PLEC;COL15A1;CFH;LRP1;ASAP3;TWIST2;NTN1;CYGB;CYTH3;EPB41L2;ABI3BP;GPC6;GDF10;NTRK2;LAMB2;PRRX2;PRG4;BICC1;EXT1;IGSF10;TBX15;SMOC2;MGP;RAMP1
PREADIPOCYTE	53/2316	0.0000000000000283584295170970459872195848721216603004441174362693089960885117761790752410888671875	0.0000000000001392141085384764156056617243498083511215983321118727644716273061931133270263671875	0.00000000000000005237727481479862381202688174674208727204157632815172129792102850842638872563838958740234375	0.000000000000000257124803636284170067156934136246782369466146352110502704135797102935612201690673828125	-1.2961901803008584	40.433164740795974	NRP1;SRPX;SNED1;CHPF;CPZ;MEOX2;AKAP12;THBD;TNKS1BP1;SVEP1;PTGFRN;HMCN1;SCARF2;TNS2;PDGFRA;CCBE1;SCARA3;ZHX3;UNC5B;FST;OSR1;EMP1;EBF2;HIC1;CPED1;B3GNT9;COL4A2;COL4A1;KCTD12;IL6ST;EPHA3;DDR2;PLEC;COLEC12;LRP1;ASAP3;FAM129A;TWIST2;CYGB;CYTH3;ABI3BP;GPC6;LAMB2;SUSD2;PTCH2;PRRX2;ABCA9;PRG4;BICC1;EXT1;TBX15;FMNL2;TMEM119
HAIR FOLLICLE	53/2316	0.0000000000000283584295170970459872195848721216603004441174362693089960885117761790752410888671875	0.0000000000001392141085384764156056617243498083511215983321118727644716273061931133270263671875	0.00000000000000005237727481479862381202688174674208727204157632815172129792102850842638872563838958740234375	0.000000000000000257124803636284170067156934136246782369466146352110502704135797102935612201690673828125	-1.286677919364924	40.13644068029522	NRP1;SRPX;SNED1;CHPF;NRK;CPZ;MEOX2;PKD1;THBD;TNKS1BP1;SVEP1;HMCN1;SCARF2;TNS2;PDGFRA;CCBE1;SCARA3;ZHX3;IGFBP5;UNC5B;FST;OSR1;EMP1;HIC1;CPED1;B3GNT9;IL6ST;DDR2;PLEC;COLEC12;COL15A1;LRP1;ASAP3;TWIST2;NTN1;ADAMTS10;FBLN5;CYTH3;SERTAD4;GPR153;SLIT3;LAMB2;SUSD2;PRRX2;FMO2;PODN;BICC1;FOSL2;EXT1;IGSF10;TBX15;TMEM119;SNTB2
GASTRIC TISSUE (BULK)	57/2316	0.0000000000000000686554005966572805135015190490041670416692908538759676506657569916569627821445465087890625	0.00000000000000049431888429593248872254014399136297622626835639170206349035652237944304943084716796875	0.0000000000000000000648439709388681735882106440917983631059928186606474971413749397441961264121346175670623779296875	0.0000000000000000004668765907598508690944160813333067449229277202059351647989160483120940625667572021484375	-1.0678662423183063	39.74323912638898	SRPX;CHPF;ELN;NRK;LDB2;PEAR1;CPZ;MEOX2;TSPAN11;MEOX1;THBD;TNKS1BP1;SVEP1;PTGFRN;HMCN1;SCARF2;TNS2;DACT1;PDGFRA;SCARA3;ENTPD2;IGFBP5;UNC5B;OSR1;EMP1;HIC1;CPED1;B3GNT9;COL4A2;COL4A1;RHOJ;KCTD12;EPHA3;COL15A1;CFH;ASAP3;TWIST2;LTBP4;RRBP1;NTN1;FBLN5;CYGB;SERTAD4;GPR153;ABI3BP;SLIT3;GPC6;LAMB2;PLEKHA6;FMO2;PODN;FOSL2;EXT1;IGSF10;SMOC2;MGP;RAMP1
FETAL LUNG	54/2316	0.000000000000006566226428794429689114975723996718196974324045778192981970278196968138217926025390625	0.0000000000000393973585727665749792462334599330875349316831435242391989959287457168102264404296875	0.000000000000000010260107006350895220968935722784536934009255311722567938215178173777530901134014129638671875	0.00000000000000006156064203810536516283779229755249182492611559856798830736579475342296063899993896484375	-1.1759252236547042	38.40199846053928	NRP1;SRPX;CHPF;NRK;LDB2;PEAR1;CPZ;TSPAN11;PKD1;C1QTNF2;TNKS1BP1;SVEP1;HMCN1;EPHB2;SCARF2;TNS2;DACT1;PDGFRA;CCBE1;SCARA3;ZHX3;IGFBP5;UNC5B;FST;OSR1;HIC1;CPED1;B3GNT9;COL4A2;COL4A1;RHOJ;DDR2;PLEC;COL15A1;CFH;LRP1;ASAP3;TWIST2;RRBP1;ADAMTS10;FBLN5;CYGB;GPR153;EPB41L2;MGAT5;GPC6;LAMB2;SUSD2;PTCH2;PRRX2;PODN;EXT1;TMEM119;RAMP1
SMALL INTESTINE (BULK TISSUE)	53/2316	0.0000000000000283584295170970459872195848721216603004441174362693089960885117761790752410888671875	0.0000000000001392141085384764156056617243498083511215983321118727644716273061931133270263671875	0.00000000000000005237727481479862381202688174674208727204157632815172129792102850842638872563838958740234375	0.000000000000000257124803636284170067156934136246782369466146352110502704135797102935612201690673828125	-0.9608197468496928	29.97166905057581	SRPX;SNED1;PID1;DOCK9;ELN;NRK;TNFAIP3;MEOX2;TSPAN11;MEOX1;AKAP12;THBD;TNKS1BP1;SVEP1;PTGFRN;HMCN1;EPHB2;TNS2;DACT1;PDGFRA;SCARA3;IGFBP5;OSR1;EMP1;HIC1;CPED1;COL4A2;COL4A1;SIK1;KCTD12;EPHA3;PLEC;COL15A1;CFH;LRP1;RRBP1;NTN1;CYGB;CYTH3;GPR153;ABI3BP;GPC6;LAMB2;SUSD2;PLEKHA6;FMO1;PODN;FOSL2;EXT1;IGSF10;SMOC2;MGP;RAMP1
ASTROCYTE	51/2316	0.000000000000484836003056674292741486857905146379906120845948436226535704918205738067626953125	0.000000000002276621231744383547678115795128938572862431488630363674019463360309600830078125	0.000000000000001250176775100456823712893925833045836597639242394885972231577397906221449375152587890625	0.00000000000000587039529177605816303710648743394590279450449832321368148768669925630092620849609375	-1.0136449552965603	28.741867938583074	SRPX;SNED1;APP;CHPF;NRK;BHLHE41;PEAR1;CPZ;TSPAN11;PTMS;AKAP12;TNKS1BP1;PTGFRN;HMCN1;EPHB2;SCARF2;DACT1;SCARA3;IGFBP5;UNC5B;FST;OSR1;EMP1;HIC1;B3GNT9;COL4A2;COL4A1;RHOJ;EPHA3;DDR2;PLEC;CFH;LRP1;ASAP3;TWIST2;NTN1;ADAMTS10;FBLN5;CYGB;CYTH3;SERTAD4;GPR153;GPC6;GDF10;LAMB2;PRRX2;SKI;EXT1;TBX15;FMNL2;RAMP1
SKELETAL MUSCLE SATELLITE CELL	48/2316	0.0000000000274695250450916608500481371712718188689283937975460503366775810718536376953125	0.0000000001141041809565345817783059408775871330921081181486442801542580127716064453125	0.00000000000011664641960684025824339730667430968007115994755640286939524230547249317169189453125	0.000000000000484531281443797945293167801271607740098805450212893219941179268062114715576171875	-1.0922499295946921	26.561272519128988	NRP1;SRPX;SNED1;PID1;LRP1;CHPF;ASAP3;TWIST2;MEOX2;CYGB;AKAP12;CYTH3;THBD;GPR153;ABI3BP;TNKS1BP1;SVEP1;PTGFRN;HMCN1;SCARF2;GPC6;TNS2;PDGFRA;CCBE1;SCARA3;ZHX3;UNC5B;LAMB2;FST;SUSD2;OSR1;PTCH2;PRRX2;EMP1;EBF2;PRG4;HIC1;EXT1;CPED1;TBX15;B3GNT9;COL4A2;COL4A1;TMEM119;IL6ST;EPHA3;DDR2;PLEC
MYOFIBROBLAST	50/2316	0.0000000000019183982018728957952248019907556567348154430430184902434120886027812957763671875	0.000000000008287480232090908736771893553074556405813044790420462959446012973785400390625	0.00000000000000584279939919500956340526789890338547778258528053729747853139997459948062896728515625	0.00000000000002524089340452244017795105380500562547113163440470895437783838133327662944793701171875	-0.940920658000539	25.38559763571664	SRPX;SNED1;CHPF;WFDC1;PEAR1;CPZ;TSPAN11;PTMS;THBD;C1QTNF2;TNKS1BP1;SIRPA;SVEP1;HMCN1;SCARF2;TNS2;DACT1;PDGFRA;SCARA3;IGFBP5;UNC5B;FST;OSR1;EMP1;HIC1;CPED1;B3GNT9;COL4A2;COL4A1;DDR2;PLEC;CFH;TWIST2;LTBP4;RRBP1;FBLN5;CYGB;CYTH3;SERTAD4;GPR153;EPB41L2;MGAT5;GADD45B;LAMB2;SUSD2;PRRX2;PLEKHA6;PODN;EXT1;TMEM119
